Hate_Speech,Counter_Narrative,Counter_Type,Target_Group
زنان باید در خانه محدود شوند تا بچه‌ها را بزرگ کنند. بدن آن‌ها فقط برای این منظور وجود دارد.,پیام نظراتت این است که بدن زنان را زننده می‌دانی؟ این چطور: به زندگی‌ها و مشارکت‌هایی در جامعه فکر کن که اگر این نابرابری جنسیتی را ادامه دهی، از دست می‌روند.,Positive response,گروه جنسیتی
زنان نباید اجازه کار داشته باشند.,این دیدگاه خیلی افراطی است. اگر زنی اجازه کار نداشته باشد، تبعیض جنسیتی در محیط کار وجود دارد.,Denouncing,گروه جنسیتی
کل زندگی یک نفر باید با جنسیتی که با آن متولد شده تعریف شود. اگر زنی، غیرانسانی هستی و همین.,شاید باید کلیشه‌ها را کنار بگذاریم و همه را به طور برابر بپذیریم.,Positive response,گروه جنسیتی
هرگز به یک زن اعتماد نمی‌کنم. آن‌ها بچه‌های غیرمنطقی‌اند و این نشانه ضعف است.,مطمئن نیستم «ضعف» اینجا به چه معناست. به نظرم داری می‌گویی که زن نمی‌تواند «منطقی» باشد چون این طبیعت زنان است. چرا؟,Counter questions,گروه جنسیتی
فمینیسم همه‌چیز درباره برابری است. اما این به این معنا نیست که آن‌ها با مردان برابرند. چون اگر مردان بودند که برابری را دوست داشتند، این یعنی دوست داشتند پایین‌تر باشند.,زنان برای برتری «برابر» بودن را دوست ندارند. زنان دوست دارند زن باشند و مثل انسان با آن‌ها رفتار شود. همه انسان‌ها برابرند. برابری به معنای یکسان بودن نیست.,Denouncing,گروه جنسیتی
فمینیسم سرطانی است که در سراسر جهان پخش می‌شود.,فمینیسم بیماری نیست و نیازی به درمان ندارد. جنبشی برای برابری است، نه نفرت.,Denouncing,گروه جنسیتی
همه زنان غیرانسانی‌اند، فقط برای خدمت به مردان‌اند و همین.,همه زنان انسان‌اند. مشکل وقتی پیش می‌آید که به زنان یاد داده شود که غیرانسانی‌اند.,Denouncing,گروه جنسیتی
زنان فقط بچه‌اند. هیچ ارزش، هوش یا اغلب هیچ ارزشی ندارند.,زنان واقعاً ارزشمندند، باهوش‌اند و حتی شایسته احترام، مثل دیگر انسان‌ها.,Positive response,گروه جنسیتی
فمینیسم یک ایدئولوژی خطرناک است که به مردان ستم می‌کند.,فمینیسم درباره ستم به مردان نیست. درباره حقوق زنان است که زندگی‌شان را آن‌طور که می‌خواهند بگذرانند. درباره برابری بین جنسیت‌هاست.,Denouncing,گروه جنسیتی
به زنان نباید اجازه رأی دادن داد.,اگر به زنان اجازه رأی دادن داده نشود، یعنی آن‌ها شایسته احترام و حقوق برابر نیستند و این با اصول دموکراسی در تضاد است.,Fact-based,گروه جنسیتی
دختران نباید اجازه رانندگی داشته باشند: این یک عادت خطرناک است.,به زنان باید همان توجهی که به مردان می‌شود داده شود، پس قطعاً می‌توانند رانندگی کنند.,Positive response,گروه جنسیتی
زنان چیزی جز اشیایی برای سلطه اراده مرد نیستند. برابری چیز دیگری است. زنان پایین‌تر به دنیا می‌آیند.,زنان انسان‌اند، با حقوق انسانی. اگر زنی نخواهد تحت سلطه مرد باشد، صحبت از برابری چه فایده‌ای دارد؟,"Positive response, Counter questions",گروه جنسیتی
زنان حیوان‌اند، باید مطیع باشند و به شوهران‌شان تسلیم شوند.,زنان انسان‌اند و حق انتخاب دارند. تو حق داری نظر خودت را داشته باشی، اما چنین ایده‌هایی درباره مطیع بودن، نیمی از جمعیت جهان را عقب نگه داشته است. چه هدررفت استعدادها و پتانسیل.,Warning of Consequences,گروه جنسیتی
اگر زنی نخواهد خانه‌دار باشد، پس بداخلاق است.,خانه‌داری فقط نقش زنان نیست. مردان چه؟ اگر مردی نخواهد خانه‌دار باشد، آیا او بداخلاق است؟,Counter questions,گروه جنسیتی
راهپیمایی زنان شکست خورد: کل کشور علیه آن بیرون آمد.,برعکس: راهپیمایی زنان موفق بود. کل کشور برای حمایت بیرون آمد. شاید ما دو رژه متفاوت دیده‌ایم.,Denouncing,گروه جنسیتی
جای زن کنار شوهری است که خانواده‌اش برایش پیدا کرده.,زنان حق دارند همسر خود را انتخاب کنند. این انتخاب آن‌هاست و حق هر انسانی.,Positive response,گروه جنسیتی
فمینیسم یک ایدئولوژی و جنبش است که قدرت زنان و تحقیر مردان را ترویج می‌کند.,فمینیسم یک ایدئولوژی و جنبش است که توانمندسازی زنان را ترویج می‌کند. درباره برابری است، نه تحقیر مردان.,Positive response,گروه جنسیتی
زنان چیزی بیش از حیواناتی برای سلطه مردان نیستند.,فکر نمی‌کنم ایده خوبی باشد که بگوییم زنان چیزی بیش از حیوانات‌اند. شاید باید دقیق‌تر به دلایلی نگاه کنیم که چرا برخی زنان هر روز از خشونت آسیب می‌بینند.,"Denouncing, Positive Response",گروه جنسیتی
زنان اساساً کودک‌صفت‌اند و بیشتر عمرشان این‌گونه‌اند. برای یک زن سالم نیست که برای خودش فکر کند.,فکر نمی‌کنی یک زن باید اجازه داشته باشد ایده‌های خودش را داشته باشد؟ این حق اوست.,Positive response,گروه جنسیتی
همه زنان بیمارند.,زنان انسان‌اند و شایسته احترام.,Positive response,گروه جنسیتی
زنان نمی‌توانند وطن‌پرست باشند، نمی‌توانند قوی باشند، نمی‌توانند از کشورشان دفاع کنند.,مطمئن نیستم چرا باید ایمانت را به مردان محدود کنی. به نظرم بهتر است به یک متخصص اعتماد کنی، بدون توجه به جنسیت.,"Positive response, Denouncing",گروه جنسیتی
زنان باید بچه‌دار شوند و اگر نخواهند، حتماً مشکل روانی دارند.,دلیل اینکه زنی نمی‌خواهد بچه‌دار شود ممکن است این باشد که همین‌طوری که هست خوشحال است.,Positive response,گروه جنسیتی
